지역,매장명,주소,위도,경도
경기,파주교하점,"경기도 파주시 청석로 264,",37.7332067,126.7194411
경기,동탄카림3차점,"경기도 화성시 동탄순환대로12길 85,",37.1676823,127.1250719
경북,포항중앙점,경상북도 포항시 북구 중앙상가2길,36.03609,129.36447
경기,김포구래역점,"경기도 김포시 김포한강4로 487,",37.6382355,126.6790312
경기,수원권선중앙점,경기도 수원시 권선구 동수원로242번길,37.2507285,127.0362017
경기,오산고현점,경기도 오산시 남부대로 411-12(고현동),,
서울,연신내역점,서울특별시 은평구 통일로 855-15(갈현동),,
충남,아산용화점,충청남도 아산시 용화로 77(용화동),,
경북,구미역점,경상북도 구미시 구미중앙로13길 3(원평동),,
부산,부산허심청점,부산광역시 동래구 온천장로 125(온천동),,
전북,전주만성지구점,전라북도 전주시 덕진구 만성중앙로,35.841272,127.0759059
서울,신림프라임법학원점,서울특별시 관악구 신림로 90(신림동),,
전북,전주반월점,전라북도 전주시 덕진구 쪽구름로,35.8729631,127.0746256
대구,대구황금점,대구광역시 수성구 청수로26길 36(두산동),,
경기,미사중앙점,"경기도 하남시 미사강변중앙로 219,",37.5660348,127.1886164
서울,강동구청점,"서울특별시 강동구 성내로 11,",37.52893,127.12503
인천,경인교대입구역점,인천광역시 계양구 계양대로 156(계산동),,
충남,금산점,충청남도 금산군 금산읍 비단로,36.1095763,127.4831642
부산,명장점,부산광역시 동래구 명장로48번길 14(명장동),,
충남,당진현대제철점,충청남도 당진시 송산면 가곡로,,
경기,수원호매실점,경기도 수원시 권선구 금곡로196번길,37.2733774,126.954082
경기,수원천천점,경기도 수원시 장안구 덕영대로535번길,37.2976815,126.9828398
경기,구래신도시점,경기도 김포시 김포한강9로75번길 180두원타워,,
경기,김포장기점,경기도 김포시 김포한강1로51번길 28(장기동),,
경기,용인한숲시티점,경기도 용인시 처인구 남사면,,
서울,까치산역점,서울특별시 강서구 강서로 33(화곡동),,
경기,운정이마트점,경기도 파주시 미래로 371,37.728032,126.7517549
광주,수완점,광주광역시 광산구 장신로147번길 5-18(수완동),,
경기,상동로데오점,"경기도 부천시 상동로 79,",37.5042957,126.7525634
부산,주례보훈병원점,부산광역시 사상구 양지로 3대성아파트상가,,
경기,수지상현점,경기도 용인시 수지구 만현로,37.310401,127.0872415
인천,인천불로점,인천광역시 서구 검단로 842(불로동),37.6186274,126.6908971
서울,양천구청점,서울특별시 양천구 목동서로 389(신정동),,
경기,수원망포점,경기도 수원시 영통구 태장로,37.2390588,127.0512328
경기,배곧로얄팰리스점,"경기도 시흥시 서울대학로264번길 26-11,106호(정왕동)",,
강원,춘천명동점,강원도 춘천시 명동길 6-2(중앙로2가),,
인천,인천간석올리브점,인천광역시 남동구 석산로 156(간석동),,
경기,일산원당시장점,경기도 고양시 덕양구 호국로790번길,37.6548925,126.8379524
인천,인천함박마을점,인천광역시 연수구 비류대로433번길 10(연수동),,
인천,인천서구청점,인천광역시 서구 탁옥로51번길 2(심곡동),,
경기,구리역점,"경기도 구리시 건원대로34번길 17,",37.6047484,127.141212
인천,인천용현점,인천광역시 미추홀구 낙섬중로 43(용현동),,
경기,김포풍무점,"경기도 김포시 풍무로146번길 18,",37.6077015,126.7265989
전남,여수무선점,전라남도 여수시 화산로 131(화장동),,
충남,당진기지시점,충청남도 당진시 송악읍 반촌로,36.896862,126.7066178
강원,강릉유천지구점,강원도 강릉시 선수촌로63번길 14-16(홍제동),37.7577802,128.8692349
제주,제주516도로점,제주특별자치도 서귀포시 516로 188(토평동),,
인천,인천연수점,인천광역시 연수구 먼우금로 190(연수동),,
강원,춘천후평점,강원도 춘천시 후석로 326(후평동),,
경기,다산부영점,경기도 남양주시 다산중앙로82번안길 115-41층,,
경기,화성향남1지구점,경기도 화성시 향남읍 발안로,37.13075,126.92681
인천,인천한림병원점,인천광역시 계양구 장제로 717(작전동),,
대전,대전목원대점,대전광역시 서구 동서대로 692(도안동),,
충남,당진읍내점,충청남도 당진시 당진중앙2로 91(읍내동),,
인천,주안북부역점,인천광역시 미추홀구 길파로 15(주안동),,
서울,천호로데오점,서울특별시 강동구 천호대로157길 23(천호동),,
광주,광주충장로점,광주광역시 동구 충장로 77-1(충장로3가),,
광주,광주비아점,광주광역시 광산구 비아로 12(비아동),35.2194127,126.8251816
경기,용인처인구청점,경기도 용인시 처인구 금령로,37.2348923,127.2023827
서울,동부이촌점,서울특별시 용산구 이촌로 248,37.5239545,126.9591581
경기,평촌학원가점,경기도 안양시 동안구 평촌대로,37.4002249,126.9509705
광주,광주동명점,광주광역시 동구 장동로 23-20(장동),,
부산,해운대중동이마트점,부산광역시 해운대구 좌동순환로 55센트럴메디타워,,
부산,가야홈플러스점,부산광역시 부산진구 가야대로498번길 28-3(가야동),,
인천,인천가좌점,인천광역시 서구 원적로 91,37.4957411,126.6831808
인천,인천송현점,인천광역시 동구 수문통로 54-1(송현동),,
세종,세종아름점,"세종특별자치시 보듬3로 92, 2동",,
광주,광주일곡점,광주광역시 북구 설죽로 506-9(일곡동),,
경북,김천점,경상북도 김천시 시청로 66(신음동),,
충북,옥천점,충청북도 옥천군 옥천읍 금장로,36.299882,127.5710097
경남,창원감계점,경상남도 창원시 의창구 북면,35.3477739,128.6070741
대전,대전전민점,대전광역시 유성구 전민로58번길 61(전민동),36.3977656,127.403232
경기,역곡북부역점,경기도 부천시 역곡로 7(역곡동),,
경기,부천중동현대점,경기도 부천시 석천로169번길 34(중동),37.5027213,126.7600548
강원,원주무실점,"강원도 원주시 능라동길 48-1,",37.3343769,127.9303926
경기,대광리역점,경기도 연천군 신서면 연신로,38.1908853,127.1104195
경기,동탄반도카림2차점,경기도 화성시 동탄광역환승로 73동탄역,,
강원,인제원통점,강원도 인제군 북면 원통로147번길,,
부산,부산진구청점,부산광역시 부산진구 시민공원로 11서면쌍용스윗닷홈SKY,,
부산,유엔평화로점,부산광역시 남구 유엔평화로 11(대연동),,
광주,광주방림점,광주광역시 남구 용대로 138(방림동),,
부산,해운대시장점,"부산광역시 해운대구 중동1로 35,",35.1628956,129.162498
경기,기흥역점,경기도 용인시 기흥구 기흥역로,,
충남,아산풍기점,충청남도 아산시 어의정로 184아산풍기이지더원아파트,,
경기,동탄한림대병원점,경기도 화성시 삼성1로 150(석우동),37.222086250000004,127.07605655568628
경기,동탄목동점,"경기도 화성시 동탄순환대로18길 16,",,
대전,대전시청역점,대전광역시 서구 둔산중로 50파이낸스빌딩,,
전남,목포북항점,전라남도 목포시 청호로 177(산정동),,
서울,동교점,서울특별시 마포구 월드컵북로6길 64(동교동),,
광주,광주월곡점,광주광역시 광산구 월곡산정로 91-1(월곡동),,
경남,양산증산역점,경상남도 양산시 물금읍 증산역로,35.3091763,129.0072513
서울,은평뉴타운점,"서울특별시 은평구 진관3로 21,",37.6390892,126.9182425
경기,수원로데오점,경기도 수원시 팔달구 매산로,37.2667177,127.0014341
경기,오산시청점,경기도 오산시 성호대로 127(오산동),,
경북,대구대학점,경상북도 경산시 진량읍 대구대로,35.9020566,128.8315763
경기,양주고읍점,"경기도 양주시 고읍남로 13,",37.7914469,127.0850404
경기,부천옥길지구점,경기도 부천시 옥길로 113(옥길동),,
경기,수내역점,경기도 성남시 분당구 황새울로258번길,37.3789021,127.1157687
광주,광주첨단점,광주광역시 광산구 첨단중앙로106번길 11(월계동),,
광주,광주양산점,광주광역시 북구 하서로 428,35.1803227,126.8808579
울산,울산중구홈플러스점,울산광역시 중구 번영로 475(복산동),,
강원,강원도양양점,강원도 양양군 양양읍 양양로,38.0767925,128.6259365
경기,동탄나루마을점,경기도 화성시 동탄솔빛로 62(반송동),,
충남,천안백석점,충청남도 천안시 서북구 한들3로,36.8297374,127.1235495
경기,평택청북점,경기도 평택시 청북읍 안청로2길,37.0172006,126.9171607
서울,목동역점,"서울특별시 양천구 오목로 232(신정동,",,
경기,범계로데오점,경기도 안양시 동안구 평촌대로223번길,37.3907435,126.953549
전남,전남장성점,전라남도 장성군 장성읍 영천로,,
경남,창원봉곡점,경상남도 창원시 성산구 창원천로,35.238591,128.6499369
광주,호남대점,광주광역시 광산구 선운로 9(선암동),,
인천,인천길병원점,인천광역시 남동구 구월남로 198(구월동),,
서울,상계역점,서울특별시 노원구 덕릉로83길 18(중계동),,
충남,천안두정중앙점,충청남도 천안시 서북구 원두정8길,36.8325298,127.1356797
인천,인천박촌역점,인천광역시 계양구 장제로 1004(박촌동),,
전북,전주삼천중앙점,전라북도 전주시 완산구 용리로,35.7970736,127.1255139
대구,대구다사점,대구광역시 달성군 다사읍 달구벌대로,35.8573484,128.4656993
경기,산본역점,"경기도 군포시 산본로323번길 4-17,",37.3600133,126.93258
부산,부산어린이대공원점,부산광역시 부산진구 성지로 159(초읍동),,
충남,천안불당파크힐점,충청남도 천안시 서북구 불당23로,36.8194404,127.1011547
대구,대구방촌점,대구광역시 동구 동촌로 242(방촌동),,
서울,화랑대역점,"서울특별시 노원구 노원로1길 9(공릉동,",,
경기,홈플러스안산선부점,경기도 안산시 단원구 삼일로,37.3363535,126.8007034
경기,파주적성점,경기도 파주시 적성면 청송로,37.954652,126.919131
경기,야탑점,경기도 성남시 분당구 야탑로69번길,37.4113461,127.1265934
광주,광주소촌점,광주광역시 광산구 소촌로 144(소촌동),,
경기,김포운양점,"경기도 김포시 김포한강11로 288-27,",37.6446909,126.6960958
경기,정자점,경기도 성남시 분당구 정자일로,37.3507854,127.1063437
충남,천안법조타운점,충청남도 천안시 동남구 청수14로,36.7865461,127.1588682
광주,광주봉선점,광주광역시 남구 봉선중앙로 28(봉선동),,
경남,진주시청점,경상남도 진주시 동진로 177(상대동),35.1796555,128.1068603
경기,광주경안점,경기도 광주시 중앙로 94(역동),,
충북,충주연수점,충청북도 충주시 갱고개로 140(연수동),,
서울,합정역점,서울특별시 마포구 양화로 46-1(합정동),,
서울,목동시장점,서울특별시 양천구 목동중앙남로11길 8(목동),,
충남,천안신방지구점,충청남도 천안시 동남구 통정11로,36.772462,127.1350159
서울,홍대L7점,"서울특별시 마포구 월드컵북로 8,",37.56921595,126.90658731761201
광주,광주송정역점,광주광역시 광산구 상무대로 207(송정동),,
광주,광주첨단쌍암점,광주광역시 광산구 첨단강변로 97(쌍암동),,
경남,통영북신점,경상남도 통영시 해미당5길 5(북신동),,
전북,전주서신점,전라북도 전주시 완산구 서신로,35.8321786,127.1157928
서울,공릉역점,서울특별시 노원구 동일로192길 30(공릉동),,
경기,광명소하점,경기도 광명시 소하로 86(소하동),,
서울,금천롯데캐슬점,"서울특별시 금천구 벚꽃로 40(독산동,",,
인천,인천나은병원점,인천광역시 서구 원적로 33(가좌동),,
전남,순천중앙점,전라남도 순천시 중앙6길 19(중앙동),,
부산,센텀비스타점,부산광역시 수영구 무학로63번길 142센텀비스타동원2차,,
서울,오목교점,서울특별시 양천구 오목로 315(목동),37.5261241,126.8645174
경기,금촌역점,경기도 파주시 중앙로 330,37.748846,126.8007905
대구,대구죽전역점,대구광역시 달서구 달구벌대로 1545골든뷰,,
경기,NC모란점,경기도 성남시 중원구 성남대로,37.4269565,127.1293491
서울,보라매타운점,서울특별시 동작구 보라매로5가길 16보라매아카데미타워,,
서울,외대앞역점,서울특별시 동대문구 휘경로 24(이문동),,
서울,미아역점,서울특별시 강북구 도봉로 201-2(미아동),,
인천,산곡고점,"인천광역시 부평구 부영로189번길 51,",37.50224,126.71613
전남,여수미평점,전라남도 여수시 만성로 69(미평동),,
인천,송도하버뷰점,인천광역시 연수구 해돋이로 168-5(송도동),,
충남,천안프라디움시티점,충청남도 천안시 서북구 공원로,36.7995094,127.1027327
경기,가평점,경기도 가평군 가평읍 가화로,37.8216902,127.5140433
경남,창원상남점,경상남도 창원시 성산구 원이대로,35.2201141,128.6919003
부산,부산차이나타운점,"부산광역시 동구 중앙대로 181,",35.1159916,129.0401131
인천,신기시장점,인천광역시 미추홀구 인하로 271(주안동),,
전북,전북혁신점,전라북도 완주군 이서면 기지로,35.8384078,127.0597043
대전,대전을지병원점,"대전광역시 서구 둔산로51번길 66,",36.3546261,127.3803876
서울,창동역점,서울특별시 도봉구 마들로11가길 13(창동),37.6531817,127.0476987
경기,구리돌다리점,경기도 구리시 검배로6번길 3(수택동),,
전남,순천조례점,전라남도 순천시 봉화2길 14(조례동),,
부산,감만점,부산광역시 남구 석포로 24(감만동),,
경기,평택동삭점,"경기도 평택시 상서재로 50,",37.0187153,127.1008856
충남,당진터미널점,"충청남도 당진시 밤절로 146,",36.9003351,126.6371348
경기,동탄KTX벨리점,경기도 화성시 동탄첨단산업1로 14동탄ktx밸리,,
경기,판교테크노밸리점,경기도 성남시 분당구 대왕판교로,37.3757272,127.1017939
경기,소사삼거리점,경기도 부천시 호현로 491-1(소사본동),,
광주,광주하남점,광주광역시 광산구 풍영철길로 15콜럼버스월드,,
경남,진주문산점,경상남도 진주시 문산읍 월아산로,35.1376138,128.1706114
경남,진해자은점,경상남도 창원시 진해구 냉천로,35.1561697,128.7172792
경북,구미비산점,경상북도 구미시 신비로 115(비산동),,
서울,중랑역점,"서울특별시 중랑구 망우로 203(중화동,",,
경기,봉담점,경기도 화성시 봉담읍 동화길,37.2194905,126.9538595
인천,부평중앙점,인천광역시 부평구 부평대로 42(부평동),,
인천,인천원당점,인천광역시 서구 고산후로95번길 18(당하동),,
경기,일산후곡점,경기도 고양시 일산서구 일산로,37.6733431,126.7776543
광주,광주첨단2지구점,광주광역시 북구 첨단연신로107번길 19(신용동),,
부산,문현점,부산광역시 남구 고동골로 42-1베스티움,,
인천,백운현대점,인천광역시 부평구 경원대로 1246(산곡동),,
충남,천안용암마을점,충청남도 천안시 서북구 월봉로,36.7973632,127.1180018
인천,청라센텀로제비앙점,"인천광역시 서구 비지니스로 166(청라동,",,
경북,포항초곡점,경상북도 포항시 북구 흥해읍,36.1126,129.35397
인천,인하대점,인천광역시 미추홀구 경인남길30번길 50(용현동),,
경북,포항문덕점,경상북도 포항시 남구 오천읍,35.93673,129.40736
대구,대구신월성점,대구광역시 달서구 조암로 29월성동이래타워,,
경기,의정부금오점,"경기도 의정부시 부용로 105,",37.7512902,127.0693767
인천,인천검암2지구점,인천광역시 서구 승학로 567(검암동),37.5667003,126.6826369
서울,시흥중앙점,서울특별시 금천구 금하로 713-1(시흥동),,
서울,북가좌점,서울특별시 서대문구 응암로 108(북가좌동),,
전북,전주삼천점,전라북도 전주시 완산구 용리로,35.7970736,127.1255139
경기,위례호반점,경기도 성남시 수정구 위례동로,37.4647513,127.1470134
광주,광주금호점,광주광역시 서구 금화로 91(금호동),35.13533655,126.87884646447725
경기,운정가람마을점,"경기도 파주시 미래로 622,",37.7327069,126.7509506
광주,광주평동점,광주광역시 광산구 평동로 814(옥동),35.12532,126.7585435
경남,거제계룡점,경상남도 거제시 동문천로 61(고현동),,
인천,송도파크자이점,인천광역시 연수구 앵고개로 104번길,,
경기,부천중동시장점,"경기도 부천시 부흥로 197,",37.485618,126.7912083
충남,서산호수공원점,충청남도 서산시 호수공원3로 56(예천동),,
인천,인천차이나타운점,인천광역시 중구 차이나타운로 25(북성동3가),,
인천,영종하늘도시점,"인천광역시 중구 하늘중앙로195번길 14,",37.489479,126.5608746
경기,파주야당역점,경기도 파주시 경의로 1090,37.7137725,126.7593734
전남,목포남악점,전라남도 무안군 삼향읍 남악2로74번길,,
부산,광안자이점,부산광역시 수영구 호암로29번길 63(광안동),,
경기,소새울역점,경기도 부천시 소사로 130(소사본동),,
인천,용현SK점,인천광역시 미추홀구 독배로317번길 23-1(용현동),,
경기,오산세교점,경기도 오산시 수청로 197(금암동),,
경기,군포당동점,경기도 군포시 군포로456번길 13(당동),,
서울,개봉북부역점,"서울특별시 구로구 경인로40길 25(개봉동,",,
인천,부평남부역점,인천광역시 부평구 육동로 20(부평동),,
경기,고양관산점,경기도 고양시 덕양구 통일로780번길,37.6889851,126.8641724
전남,여수여서점,전라남도 여수시 여서로 168-1(여서동),,
서울,동양미래대학점,서울특별시 구로구 경인로47길 26(고척동),,
서울,홍제역점,서울특별시 서대문구 세무서길 6(홍제동),,
서울,방화역점,"서울특별시 강서구 금낭화로 146,",37.5688658,126.8116908
경기,주엽역점,경기도 고양시 일산서구 주화로,37.6734637,126.7511031
충북,청주오송점,충청북도 청주시 흥덕구 오송읍,36.6091807,127.3245567
경기,파주당동점,경기도 파주시 문산읍 당동1로,37.8624398,126.7738693
광주,광주효천2지구점,광주광역시 남구 효우2로 34(행암동),,
경남,양산범어점,경상남도 양산시 물금읍 범구로,35.3263679,129.0150606
전북,전주효자휴먼시아점,전라북도 전주시 완산구 호암로,,
서울,석계역점,서울특별시 노원구 화랑로 337(월계동),,
서울,노원중앙점,서울특별시 노원구 노해로 509(상계동),,
서울,동대문점,서울특별시 중구 장충단로13길 13(을지로6가),,
전북,전주에코시티점,전라북도 전주시 덕진구 세병로,35.8748353,127.1275891
경기,회룡역점,경기도 의정부시 외미로 95(호원동),,
경기,양평물맑은시장점,경기도 양평군 양평읍 양평시장길7번길,,
전남,순천금당점,전라남도 순천시 해룡면 장선배기길,,
부산,수영구청점,부산광역시 수영구 광남로48번길 5(남천동),,
인천,부평미래타운점,"인천광역시 부평구 영성서로 37,",37.5193534,126.7419682
세종,세종다정점,"세종특별자치시 다정중앙로 52, 101호(다정동)",,
경기,의왕포일점,경기도 의왕시 안양판교로 99(포일동),,
경기,금촌로터리점,경기도 파주시 번영로 1,37.7577277,126.7665741
경기,다산중앙점,"경기도 남양주시 다산중앙로 105-14,",37.6225564,127.1524131
서울,중곡역점,서울특별시 광진구 능동로 403-1(중곡동),,
경기,정자엠코점,경기도 성남시 분당구 정자일로,37.3507854,127.1063437
경기,시흥능곡역점,"경기도 시흥시 장현능곡로 184,",37.3709458,126.8040486
광주,광주유촌점,"광주광역시 서구 상무버들로 24(유촌동,유촌동명성빌딩)",,
부산,주례삼선병원점,부산광역시 사상구 가야대로318번길 14(주례동),,
경기,동탄산척점,경기도 화성시 동탄순환대로 263(산척동),,
충북,청주테크노폴리스점,충청북도 청주시 흥덕구 송화로,36.6622459,127.4434445
서울,등촌성당점,"서울특별시 강서구 공항대로41길 43,",37.5599215,126.84558109628469
경기,청평점,경기도 가평군 청평면 청평중앙로,37.7398903,127.4220519
서울,대치학원가점,"서울특별시 강남구 도곡로77길 6,",37.49876605,127.05875525774368
경기,남양주2청사점,경기도 남양주시 다산지금로16번길 43(다산동),,
인천,구월정각초점,인천광역시 남동구 용천로 82(구월동),,
광주,광주진월점,광주광역시 남구 금당로 2,35.1249751,126.8952416
광주,광주풍암점,광주광역시 서구 회재로 1054,35.1211443,126.8601027
부산,동래롯데점,부산광역시 동래구 동래로 11(온천동),,
경기,일산중산마을점,경기도 고양시 일산동구 중산로,37.694547,126.780764
서울,목동파리공원점,서울특별시 양천구 목동서로 65목동가든스위트,,
인천,인천한화에코점,인천광역시 남동구 에코중앙로156번길 5-27(논현동),,
경기,부천남부역점,경기도 부천시 경인로 222(심곡본동),,
인천,인천시민공원역점,인천광역시 미추홀구 경인로 363-1(주안동),,
인천,인천연희점,인천광역시 서구 승학로 319(연희동),,
경북,구미송정점,경상북도 구미시 송정대로 90(송정동),,
광주,광주쌍촌점,광주광역시 서구 내방로 247상무,,
광주,광주농성점,광주광역시 서구 죽봉대로 42-1(농성동),,
경남,진주정촌점,경상남도 진주시 정촌면 삼일로72번길,35.1260956,128.0989588
전북,전주서곡점,전라북도 전주시 완산구 세내로,35.7977708,127.108391
충남,천안성성레이크타운점,충청남도 천안시 서북구 성성8로,36.842077,127.1284754
서울,회기역점,서울특별시 동대문구 회기로 194(휘경동),,
경기,의정부로데오점,경기도 의정부시 행복로 19(의정부동),,
인천,계산도두리점,인천광역시 계양구 도두리로 58(작전동),,
충북,천안쌍용점,충청남도 천안시 서북구 봉서5길,36.8083711,127.1321673
서울,길음뉴타운점,서울특별시 성북구 길음로 33길음뉴타운,,
인천,부평금호점,인천광역시 부평구 원길로 17(청천동),,
인천,부평신트리점,인천광역시 부평구 길주남로 33(부평동),,
경남,남양점,경상남도 창원시 성산구 가양로,35.2096219,128.7078699
전북,전북도청점,전라북도 전주시 완산구 홍산남로,35.8162642,127.1036762
경기,대화역점,경기도 고양시 일산서구 중앙로,37.6723341,126.7560085
경기,남양주양지점,경기도 남양주시 오남읍 진건오남로,37.6788568,127.2072445
인천,인천만수향촌점,인천광역시 남동구 만수서로 62(만수동),,
세종,세종보람점,"세종특별자치시 한누리대로 2135, 108호(보람동)",,
전북,전주평화점,전라북도 전주시 완산구 모악로,35.7897662,127.1311869
경기,동탄퍼스트코리아점,경기도 화성시 동탄첨단산업1로 58(영천동),,
충북,청주성안길점,충청북도 청주시 상당구 성안로,36.6366048,127.4889944
인천,인천서구경서점,"인천광역시 서구 도요지로 25,",37.5580998,126.6644781
경남,하동점,경상남도 하동군 하동읍 경서대로,35.0647871,127.7472021
전남,여수여천점,전라남도 여수시 쌍봉로 36-1(학동),,
제주,성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로,,
경기,병점역점,"경기도 화성시 떡전골로 96-4,",,
경기,동탄더퍼스트타워점,경기도 화성시 동탄대로21길 10(영천동),,
인천,제물포남부역점,인천광역시 미추홀구 수봉로 7,37.4585584,126.6673229
충남,내포중앙점,충청남도 홍성군 홍북읍 청사로174번길,36.659897,126.6798594
인천,소래포구역점,인천광역시 남동구 소래역로 36(논현동),,
경기,백석역점,경기도 고양시 일산동구 일산로,37.6501874,126.7924286
제주,서귀포효돈점,"제주특별자치도 서귀포시 일주동로 8088,",33.3068502,126.7755693
광주,광주치평점,광주광역시 서구 상무평화로 89(치평동),35.14932795,126.84105825
부산,하단오거리점,부산광역시 사하구 낙동대로 478(하단동),,
강원,원주중앙점,강원도 원주시 원일로 113-1(일산동),,
경기,부천오정점,"경기도 부천시 오정로 249,",37.5297203,126.7860598
인천,인천성민병원점,"인천광역시 서구 신석로 82(석남동,",,
경기,다산지금지구점,경기도 남양주시 다산지금로 136(다산동),,
인천,인천옥련점,인천광역시 연수구 독배로 49(옥련동),,
인천,동암북부역점,인천광역시 부평구 동암광장로 18(십정동),,
경기,별내로데오점,경기도 남양주시 별내중앙로 59(별내동),,
서울,신방화역점,"서울특별시 강서구 마곡중앙5로 87,",37.5674795,126.8174008
전남,목포하당점,전라남도 목포시 비파로43번길 30(상동),,
부산,용호점,"부산광역시 남구 용호로 138,",35.1283011,129.1107978376975
경기,미금역점,경기도 성남시 분당구 돌마로,37.4068966,127.1420851
서울,오류남부점,서울특별시 구로구 오류로8길 20(오류동),,
대구,지산범물점,대구광역시 수성구 용학로 214(지산동),,
경기,남양주청학점,경기도 남양주시 별내면 청학로중앙길,37.7093589,127.1145528
서울,쌍문세라믹점,서울특별시 도봉구 도당로 14(쌍문동),,
경기,남양주평내점,경기도 남양주시 경춘로1256번길 9(평내동),,
경기,철산로데오점,"경기도 광명시 오리로856번길 8,",37.47488155,126.86774730580007
충남,부여터미널점,충청남도 부여군 부여읍 사비로,36.2740955,126.9105195
광주,광주용봉점,광주광역시 북구 비엔날레로 93(용봉동),,
부산,당감점,부산광역시 부산진구 동평로 92(당감동),,
인천,인천작전점,"인천광역시 계양구 계양대로 44,",37.5345049,126.722571
경기,용인흥덕점,경기도 용인시 기흥구 흥덕2로87번길,37.2753673,127.0726245
서울,암사역점,서울특별시 강동구 올림픽로 783(암사동),,
강원,인제신남점,강원도 인제군 남면 신남로,37.9786153,128.0919255
경기,용인둔전점,경기도 용인시 처인구 포곡읍,37.2778094,127.2308608
경기,풍무당곡고개점,"경기도 김포시 풍무로 62,",37.6066215,126.7225699
대구,대구동호점,대구광역시 동구 동호로 77,35.8655625,128.7234668
서울,구산사거리점,서울특별시 은평구 서오릉로 201(구산동),37.6137269,126.9110982
경북,상주경북대점,경상북도 상주시 경상대로 2560-7(가장동),,
광주,광주수완임방울점,광주광역시 광산구 임방울대로 215(신가동),,
부산,더블유점,부산광역시 남구 분포로 145W스퀘어,,
서울,마곡중앙점,"서울특별시 강서구 마곡동로 62,",37.5583197,126.8331408
경기,일산풍동점,경기도 고양시 일산동구 숲속마을1로,37.6665011,126.8003942
서울,건대학생회관점,서울특별시 광진구 능동로 120,37.54184695,127.07711486219412
서울,신용산역점,서울특별시 용산구 한강대로 130-3(한강로2가),,
강원,원주터미널점,"강원도 원주시 북원로 2235-4,",37.4513672,127.9787824
서울,미아롯데점,서울특별시 강북구 도봉로10길 38(미아동),,
서울,먹골역점,"서울특별시 중랑구 동일로 932(묵동,묵동자이아파트)",,
경기,봉담원희캐슬점,경기도 화성시 봉담읍 동화길,37.2194905,126.9538595
인천,송도글로벌캠퍼스점,인천광역시 연수구 송도문화로28번길 28송도글로벌캠퍼스푸르지오,,
경기,덕소삼거리점,경기도 남양주시 와부읍 덕소로,37.5873698,127.2090858
인천,인천예술회관역점,인천광역시 남동구 예술로192번길 31(구월동),,
